Shipment_ID,Order_ID,Container_No,Shipping_Date,Arrival_Date,Port,Destination_Country,Shipping_Cost,Delay_Days,Shipment_Status
SHIP01573,ORD02247,CONT35618,2024-12-05,2025-01-04,Chennai Port,Germany,133884,7,In Transit
SHIP01574,ORD02668,CONT41830,2024-11-06,2024-12-21,Tuticorin Port,Germany,137289,9,In Transit
SHIP01575,ORD00689,CONT62339,2024-05-07,2024-06-10,Tuticorin Port,Germany,66537,0,Delivered
SHIP01576,ORD01930,CONT78129,2025-06-12,2025-07-25,Chennai Port,Vietnam,83896,3,Delivered
SHIP01577,ORD01094,CONT33192,2024-11-16,2024-12-18,Tuticorin Port,Vietnam,139165,1,In Transit
SHIP01578,ORD01564,CONT56529,2024-11-05,2024-11-24,Chennai Port,Vietnam,53963,2,Delivered
SHIP01579,ORD02263,CONT59275,2025-10-30,2025-11-20,Chennai Port,Vietnam,82744,1,Delivered
SHIP01580,ORD01147,CONT96478,2025-04-25,2025-05-27,Chennai Port,Japan,58712,2,Delivered
SHIP01581,ORD02849,CONT91406,2024-09-13,2024-10-17,Tuticorin Port,Italy,58705,1,In Transit
SHIP01582,ORD00842,CONT57455,2024-12-07,2025-01-06,Chennai Port,Japan,130031,6,Delivered
SHIP01583,ORD00788,CONT34493,2025-06-25,2025-08-07,Tuticorin Port,Japan,87789,2,In Transit
SHIP01584,ORD02235,CONT46551,2025-05-24,2025-06-28,Chennai Port,Spain,115568,2,Delivered
SHIP01585,ORD01751,CONT31421,2025-05-11,2025-06-13,Tuticorin Port,USA,107435,2,In Transit
SHIP01586,ORD02662,CONT84167,2024-07-11,2024-08-12,Tuticorin Port,South Korea,69305,10,In Transit
SHIP01587,ORD01744,CONT78442,2025-01-24,2025-02-15,Tuticorin Port,Germany,145436,5,In Transit
SHIP01588,ORD01995,CONT41355,2024-06-05,2024-07-03,Tuticorin Port,Vietnam,56980,1,Delivered
SHIP01589,ORD02335,CONT67432,2025-10-10,2025-11-17,Chennai Port,Japan,112134,2,In Transit
SHIP01590,ORD02230,CONT16676,2025-01-14,2025-01-29,Chennai Port,China,128415,3,Delivered
SHIP01591,ORD00021,CONT64841,2024-10-28,2024-12-05,Tuticorin Port,USA,113798,6,Delivered
SHIP01592,ORD00796,CONT58262,2024-03-21,2024-05-02,Tuticorin Port,China,66058,4,Delivered
SHIP01593,ORD02153,CONT70399,2025-06-13,2025-07-21,Chennai Port,Spain,96530,3,Delivered
SHIP01594,ORD01061,CONT36865,2024-05-31,2024-07-10,Chennai Port,Italy,146377,6,Delivered
SHIP01595,ORD01410,CONT31685,2025-07-29,2025-08-14,Tuticorin Port,Japan,87569,3,Delivered
SHIP01596,ORD00258,CONT56468,2025-05-30,2025-06-15,Chennai Port,Vietnam,69904,3,Delivered
SHIP01597,ORD02529,CONT41905,2024-01-12,2024-01-30,Chennai Port,Vietnam,123077,7,In Transit
SHIP01598,ORD02658,CONT64487,2024-01-14,2024-02-28,Chennai Port,France,84229,5,Delivered
SHIP01599,ORD02518,CONT33398,2024-09-24,2024-10-09,Chennai Port,Japan,98175,10,Delivered
SHIP01600,ORD02877,CONT83098,2025-03-30,2025-04-22,Tuticorin Port,Spain,102930,4,Delivered
SHIP01601,ORD01938,CONT25170,2024-03-21,2024-04-30,Tuticorin Port,Japan,93598,8,In Transit
SHIP01602,ORD01904,CONT68561,2024-11-21,2024-12-28,Chennai Port,Japan,70907,2,Delivered
SHIP01603,ORD02023,CONT98215,2025-03-04,2025-04-02,Tuticorin Port,Japan,130625,8,Delivered
SHIP01604,ORD02030,CONT95332,2024-08-28,2024-10-12,Chennai Port,China,69793,4,In Transit
SHIP01605,ORD02740,CONT26589,2024-03-12,2024-04-20,Tuticorin Port,China,55880,10,In Transit
SHIP01606,ORD00407,CONT51979,2025-09-28,2025-10-31,Chennai Port,South Korea,30863,6,Delivered
SHIP01607,ORD02624,CONT60822,2025-11-13,2025-12-16,Tuticorin Port,Japan,97873,8,Delivered
SHIP01608,ORD01324,CONT12754,2025-11-23,2026-01-06,Chennai Port,Vietnam,118844,1,Delivered
SHIP01609,ORD02676,CONT45182,2025-08-09,2025-08-30,Chennai Port,UK,133285,4,In Transit
SHIP01610,ORD01030,CONT90725,2025-06-17,2025-07-19,Chennai Port,Spain,133020,6,Delivered
SHIP01611,ORD00881,CONT18730,2024-08-27,2024-09-21,Tuticorin Port,France,140718,1,Delivered
SHIP01612,ORD00013,CONT93538,2025-01-23,2025-02-27,Tuticorin Port,China,110475,8,Delivered
SHIP01613,ORD01203,CONT79750,2024-12-12,2025-01-11,Tuticorin Port,China,107537,1,Delivered
SHIP01614,ORD02439,CONT76601,2025-09-20,2025-10-13,Tuticorin Port,Vietnam,70050,1,Delivered
SHIP01615,ORD01349,CONT56737,2024-09-10,2024-10-17,Tuticorin Port,China,115692,7,Delivered
SHIP01616,ORD01944,CONT98257,2024-07-29,2024-08-18,Chennai Port,USA,146761,3,In Transit
SHIP01617,ORD02733,CONT46956,2024-08-13,2024-09-08,Tuticorin Port,Vietnam,91416,6,Delivered
SHIP01618,ORD01577,CONT46596,2025-01-08,2025-01-24,Tuticorin Port,UK,87495,3,In Transit
SHIP01619,ORD01928,CONT93382,2025-04-16,2025-05-05,Chennai Port,Germany,100635,2,Delivered
SHIP01620,ORD00533,CONT37740,2025-06-04,2025-07-04,Tuticorin Port,Italy,137516,2,Delivered
SHIP01621,ORD02928,CONT81172,2025-07-20,2025-09-01,Chennai Port,Japan,104489,8,In Transit
SHIP01622,ORD02319,CONT44678,2024-07-22,2024-08-19,Chennai Port,USA,66274,6,In Transit
SHIP01623,ORD02661,CONT70962,2025-08-05,2025-08-25,Tuticorin Port,South Korea,91497,5,Delivered
SHIP01624,ORD01066,CONT68870,2024-06-18,2024-07-05,Chennai Port,Japan,36339,8,In Transit
SHIP01625,ORD00774,CONT10380,2025-01-12,2025-01-31,Chennai Port,China,125561,10,In Transit
SHIP01626,ORD02301,CONT28752,2024-05-04,2024-06-04,Chennai Port,South Korea,109668,2,Delivered
SHIP01627,ORD02196,CONT16461,2025-02-27,2025-04-08,Chennai Port,Japan,127079,7,In Transit
SHIP01628,ORD00249,CONT17200,2024-04-09,2024-04-24,Chennai Port,UK,74987,5,In Transit
SHIP01629,ORD02830,CONT51266,2025-07-31,2025-09-11,Tuticorin Port,France,146268,1,Delivered
SHIP01630,ORD01752,CONT13754,2024-11-03,2024-12-12,Chennai Port,South Korea,120857,8,In Transit
SHIP01631,ORD00449,CONT13053,2025-06-11,2025-07-20,Chennai Port,Germany,93074,0,In Transit
SHIP01632,ORD01670,CONT86346,2025-02-28,2025-03-23,Chennai Port,South Korea,51683,3,Delivered
SHIP01633,ORD02562,CONT17733,2025-10-02,2025-11-16,Chennai Port,Spain,39925,1,In Transit
SHIP01634,ORD01606,CONT70953,2025-06-08,2025-07-22,Chennai Port,Spain,123812,3,Delivered
SHIP01635,ORD00109,CONT71731,2024-02-18,2024-04-03,Tuticorin Port,South Korea,40428,5,Delivered
SHIP01636,ORD02535,CONT67731,2024-12-26,2025-01-23,Chennai Port,USA,132241,2,Delivered
SHIP01637,ORD00594,CONT38620,2025-11-15,2025-12-14,Chennai Port,Italy,93119,2,In Transit
SHIP01638,ORD00933,CONT75886,2025-05-14,2025-06-04,Chennai Port,Italy,53981,2,Delivered
SHIP01639,ORD01280,CONT67087,2024-12-30,2025-01-30,Tuticorin Port,Italy,115863,8,In Transit
SHIP01640,ORD02265,CONT10646,2024-09-25,2024-10-13,Tuticorin Port,Italy,105783,9,Delivered
SHIP01641,ORD01321,CONT25228,2025-06-26,2025-07-18,Chennai Port,South Korea,44973,10,Delivered
SHIP01642,ORD02771,CONT66763,2024-07-29,2024-08-17,Chennai Port,Germany,54043,3,In Transit
SHIP01643,ORD00711,CONT69031,2024-05-05,2024-06-12,Chennai Port,Spain,141955,2,Delivered
SHIP01644,ORD02396,CONT15170,2024-02-27,2024-04-10,Tuticorin Port,Vietnam,54219,1,Delivered
SHIP01645,ORD02733,CONT28435,2025-04-09,2025-05-07,Chennai Port,Germany,74745,4,In Transit
SHIP01646,ORD02380,CONT78224,2025-01-04,2025-02-04,Tuticorin Port,South Korea,140950,10,In Transit
SHIP01647,ORD01781,CONT76620,2024-09-19,2024-10-26,Chennai Port,China,108804,10,In Transit
SHIP01648,ORD02539,CONT95399,2025-05-17,2025-06-20,Chennai Port,Germany,61677,9,In Transit
SHIP01649,ORD00866,CONT41402,2025-01-06,2025-01-21,Tuticorin Port,Japan,139731,1,In Transit
SHIP01650,ORD02663,CONT31386,2024-02-21,2024-03-14,Tuticorin Port,Germany,32055,3,Delivered
SHIP01651,ORD02541,CONT34138,2025-01-05,2025-02-02,Tuticorin Port,USA,87106,4,In Transit
SHIP01652,ORD00835,CONT83986,2025-03-24,2025-04-29,Chennai Port,USA,60971,5,In Transit
SHIP01653,ORD01263,CONT86609,2025-11-06,2025-12-10,Chennai Port,Italy,117252,10,Delivered
SHIP01654,ORD00705,CONT69428,2025-10-19,2025-11-13,Chennai Port,Italy,53264,10,Delivered
SHIP01655,ORD02950,CONT93338,2024-10-28,2024-12-06,Tuticorin Port,Japan,100821,5,Delivered
SHIP01656,ORD00154,CONT26606,2024-10-30,2024-11-14,Chennai Port,China,55851,1,In Transit
SHIP01657,ORD01395,CONT62314,2024-09-25,2024-10-12,Tuticorin Port,Japan,124153,8,In Transit
SHIP01658,ORD01050,CONT87631,2024-08-16,2024-09-27,Chennai Port,Spain,74470,8,Delivered
SHIP01659,ORD02560,CONT31090,2025-02-24,2025-04-03,Chennai Port,Japan,93612,2,In Transit
SHIP01660,ORD00453,CONT93048,2024-02-03,2024-03-17,Tuticorin Port,Spain,125528,9,Delivered
SHIP01661,ORD00034,CONT80366,2025-09-05,2025-09-25,Chennai Port,France,91318,9,Delivered
SHIP01662,ORD02185,CONT99666,2024-12-17,2025-01-09,Tuticorin Port,UK,108435,10,In Transit
SHIP01663,ORD02227,CONT92078,2024-08-28,2024-09-19,Tuticorin Port,Vietnam,113205,3,In Transit
SHIP01664,ORD02938,CONT26516,2025-05-31,2025-06-20,Chennai Port,Germany,66895,3,Delivered
SHIP01665,ORD01860,CONT36759,2024-10-14,2024-11-07,Chennai Port,UK,130624,6,Delivered
SHIP01666,ORD01526,CONT59920,2025-06-17,2025-07-28,Chennai Port,France,109324,10,Delivered
SHIP01667,ORD02176,CONT27392,2024-02-26,2024-04-07,Tuticorin Port,Japan,60001,10,Delivered
SHIP01668,ORD02125,CONT65951,2025-07-28,2025-09-11,Chennai Port,France,50440,4,In Transit
SHIP01669,ORD00571,CONT88237,2024-05-16,2024-06-12,Chennai Port,South Korea,132131,8,In Transit
SHIP01670,ORD01621,CONT47353,2025-03-17,2025-04-14,Tuticorin Port,China,47871,8,Delivered
SHIP01671,ORD01784,CONT20795,2025-04-27,2025-05-29,Chennai Port,Spain,133499,4,In Transit
SHIP01672,ORD02455,CONT41356,2025-11-12,2025-12-05,Tuticorin Port,UK,92069,10,In Transit
SHIP01673,ORD00342,CONT32770,2025-01-31,2025-02-21,Tuticorin Port,France,118782,3,Delivered
SHIP01674,ORD00299,CONT55845,2025-11-01,2025-12-02,Chennai Port,Japan,58455,4,In Transit
SHIP01675,ORD00976,CONT26744,2025-07-01,2025-07-18,Tuticorin Port,Germany,147306,10,In Transit
SHIP01676,ORD02712,CONT12361,2024-06-04,2024-07-03,Chennai Port,South Korea,74973,9,Delivered
SHIP01677,ORD02636,CONT11633,2025-03-30,2025-04-25,Chennai Port,South Korea,92014,9,Delivered
SHIP01678,ORD01309,CONT90300,2024-06-22,2024-07-08,Chennai Port,Vietnam,95407,9,Delivered
SHIP01679,ORD01537,CONT87034,2024-08-02,2024-09-02,Chennai Port,Germany,80501,0,In Transit
SHIP01680,ORD00958,CONT54437,2024-02-25,2024-04-08,Tuticorin Port,UK,68930,6,Delivered
SHIP01681,ORD02441,CONT80133,2025-04-27,2025-05-15,Tuticorin Port,Italy,108205,2,Delivered
SHIP01682,ORD01750,CONT35362,2024-03-05,2024-03-31,Chennai Port,China,93713,2,Delivered
SHIP01683,ORD02070,CONT54897,2025-05-27,2025-06-30,Tuticorin Port,UK,56763,9,In Transit
SHIP01684,ORD00944,CONT39143,2025-01-13,2025-02-02,Tuticorin Port,Japan,59263,5,Delivered
SHIP01685,ORD02395,CONT19637,2025-05-24,2025-06-10,Tuticorin Port,Germany,43935,7,In Transit
SHIP01686,ORD02177,CONT70115,2024-06-05,2024-06-24,Chennai Port,Spain,100709,2,In Transit
SHIP01687,ORD00439,CONT27891,2024-12-09,2025-01-11,Tuticorin Port,Japan,72790,1,In Transit
SHIP01688,ORD00175,CONT96943,2025-09-23,2025-10-14,Chennai Port,Japan,92157,5,In Transit
SHIP01689,ORD02119,CONT18612,2024-03-07,2024-03-27,Chennai Port,Italy,132959,9,In Transit
SHIP01690,ORD02044,CONT35990,2025-10-15,2025-11-17,Chennai Port,Vietnam,105086,6,In Transit
SHIP01691,ORD01170,CONT54083,2025-04-03,2025-05-01,Chennai Port,Japan,138822,10,Delivered
SHIP01692,ORD02938,CONT92778,2025-05-26,2025-06-23,Tuticorin Port,Japan,56396,4,In Transit
SHIP01693,ORD02445,CONT92825,2024-04-29,2024-06-10,Tuticorin Port,Japan,74045,1,In Transit
SHIP01694,ORD00978,CONT38959,2025-03-17,2025-04-26,Chennai Port,France,133691,10,In Transit
SHIP01695,ORD01259,CONT58885,2024-06-21,2024-07-26,Chennai Port,France,149644,2,Delivered
SHIP01696,ORD00431,CONT29975,2025-01-23,2025-02-11,Chennai Port,Italy,40232,1,Delivered
SHIP01697,ORD02632,CONT61317,2025-03-13,2025-04-15,Tuticorin Port,South Korea,87978,4,In Transit
SHIP01698,ORD00952,CONT66923,2025-05-31,2025-06-20,Tuticorin Port,Vietnam,138280,8,Delivered
SHIP01699,ORD02530,CONT43504,2024-05-06,2024-06-18,Tuticorin Port,Germany,80189,5,In Transit
SHIP01700,ORD00709,CONT61906,2024-07-03,2024-08-10,Chennai Port,Germany,120207,5,In Transit
SHIP01701,ORD00202,CONT14247,2025-02-21,2025-03-15,Tuticorin Port,South Korea,70847,6,Delivered
SHIP01702,ORD02972,CONT20294,2025-01-13,2025-02-01,Chennai Port,Japan,116843,6,Delivered
SHIP01703,ORD01976,CONT20325,2025-05-31,2025-06-24,Tuticorin Port,UK,98217,3,Delivered
SHIP01704,ORD01013,CONT54429,2025-09-28,2025-10-31,Chennai Port,USA,31363,6,Delivered
SHIP01705,ORD00886,CONT39378,2024-10-01,2024-10-18,Tuticorin Port,Germany,147401,4,Delivered
SHIP01706,ORD01072,CONT20090,2025-10-28,2025-12-12,Tuticorin Port,Germany,81824,9,Delivered
SHIP01707,ORD01141,CONT69985,2024-01-07,2024-02-08,Chennai Port,China,142736,4,In Transit
SHIP01708,ORD02187,CONT91301,2024-11-03,2024-12-07,Tuticorin Port,China,53508,2,Delivered
SHIP01709,ORD02474,CONT72043,2024-04-07,2024-04-27,Chennai Port,USA,46651,10,Delivered
SHIP01710,ORD02832,CONT62168,2025-03-15,2025-04-13,Tuticorin Port,Japan,127827,3,Delivered
SHIP01711,ORD01441,CONT17147,2025-06-22,2025-07-20,Tuticorin Port,UK,131908,8,Delivered
SHIP01712,ORD02314,CONT29791,2024-07-17,2024-08-06,Chennai Port,South Korea,140226,8,In Transit
SHIP01713,ORD00797,CONT34739,2025-03-23,2025-05-03,Tuticorin Port,UK,143493,9,Delivered
SHIP01714,ORD02026,CONT35495,2024-01-11,2024-02-08,Chennai Port,USA,102354,10,In Transit
SHIP01715,ORD01712,CONT95835,2024-09-03,2024-09-20,Chennai Port,France,95194,0,Delivered
SHIP01716,ORD01601,CONT13201,2025-03-16,2025-03-31,Chennai Port,USA,120338,9,In Transit
SHIP01717,ORD02924,CONT43775,2025-05-12,2025-06-08,Chennai Port,Spain,73713,3,In Transit
SHIP01718,ORD02638,CONT66231,2024-06-10,2024-07-22,Chennai Port,Italy,145036,5,Delivered
SHIP01719,ORD00766,CONT64001,2024-07-22,2024-08-21,Chennai Port,Italy,63184,2,In Transit
SHIP01720,ORD00661,CONT43272,2025-02-12,2025-03-14,Tuticorin Port,China,130437,2,Delivered
SHIP01721,ORD02496,CONT29843,2025-05-26,2025-06-27,Tuticorin Port,Vietnam,64046,3,In Transit
SHIP01722,ORD02997,CONT68136,2025-05-20,2025-06-24,Tuticorin Port,France,33620,9,In Transit
SHIP01723,ORD02091,CONT59256,2025-08-30,2025-09-19,Chennai Port,Vietnam,66830,0,Delivered
SHIP01724,ORD02436,CONT55992,2024-11-20,2024-12-09,Tuticorin Port,Germany,81734,2,In Transit
SHIP01725,ORD00655,CONT22436,2025-08-16,2025-09-14,Chennai Port,Vietnam,121042,9,In Transit
SHIP01726,ORD02381,CONT27318,2024-11-16,2024-12-15,Tuticorin Port,UK,39344,6,Delivered
SHIP01727,ORD01892,CONT58746,2025-08-03,2025-08-21,Chennai Port,Spain,135927,2,In Transit
SHIP01728,ORD01792,CONT58573,2025-01-13,2025-02-27,Tuticorin Port,USA,82617,5,In Transit
SHIP01729,ORD01410,CONT36673,2025-08-10,2025-09-07,Tuticorin Port,Spain,86929,6,Delivered
SHIP01730,ORD00051,CONT69972,2025-06-25,2025-08-05,Chennai Port,Japan,108341,10,In Transit
SHIP01731,ORD02622,CONT31717,2024-06-25,2024-07-31,Tuticorin Port,Spain,51908,10,Delivered
SHIP01732,ORD01146,CONT65732,2024-04-01,2024-04-29,Chennai Port,UK,141389,9,In Transit
SHIP01733,ORD00896,CONT79402,2024-04-11,2024-05-18,Chennai Port,China,65977,1,In Transit
SHIP01734,ORD02479,CONT61694,2025-11-27,2025-12-26,Chennai Port,France,110767,9,In Transit
SHIP01735,ORD01941,CONT79965,2025-04-30,2025-05-30,Chennai Port,UK,67691,5,In Transit
SHIP01736,ORD02134,CONT53673,2024-06-17,2024-07-17,Chennai Port,Japan,133533,4,Delivered
SHIP01737,ORD00843,CONT83031,2024-08-10,2024-09-19,Chennai Port,France,112146,10,Delivered
SHIP01738,ORD00975,CONT78593,2024-07-21,2024-08-14,Chennai Port,Vietnam,149461,10,In Transit
SHIP01739,ORD00397,CONT16331,2024-07-15,2024-08-10,Tuticorin Port,Germany,108947,5,In Transit
SHIP01740,ORD00789,CONT91563,2025-04-05,2025-05-01,Tuticorin Port,Japan,39496,5,In Transit
SHIP01741,ORD02559,CONT82433,2024-06-19,2024-08-02,Chennai Port,South Korea,109919,8,In Transit
SHIP01742,ORD01122,CONT74558,2025-04-27,2025-05-14,Tuticorin Port,USA,149778,5,Delivered
SHIP01743,ORD02287,CONT46625,2024-02-24,2024-03-31,Tuticorin Port,France,53547,1,In Transit
SHIP01744,ORD01632,CONT12809,2024-07-26,2024-08-26,Tuticorin Port,France,58073,10,In Transit
SHIP01745,ORD01256,CONT33360,2024-12-21,2025-02-03,Tuticorin Port,China,106059,3,Delivered
SHIP01746,ORD00942,CONT52670,2024-11-18,2024-12-23,Chennai Port,France,127617,8,In Transit
SHIP01747,ORD02640,CONT50592,2025-04-28,2025-06-08,Tuticorin Port,France,72578,6,Delivered
SHIP01748,ORD02911,CONT44531,2024-05-13,2024-06-26,Chennai Port,France,92862,5,In Transit
SHIP01749,ORD00240,CONT23382,2024-02-09,2024-03-13,Chennai Port,USA,83489,9,In Transit
SHIP01750,ORD00775,CONT84715,2024-10-06,2024-11-08,Tuticorin Port,Germany,121955,5,In Transit
SHIP01751,ORD00750,CONT67627,2025-05-17,2025-06-07,Chennai Port,Spain,48982,7,Delivered
SHIP01752,ORD01760,CONT90192,2024-12-06,2025-01-16,Tuticorin Port,Italy,135906,9,In Transit
SHIP01753,ORD02660,CONT50828,2025-10-05,2025-11-07,Tuticorin Port,South Korea,74438,9,In Transit
SHIP01754,ORD01105,CONT93675,2024-12-20,2025-01-06,Chennai Port,Italy,67512,4,Delivered
SHIP01755,ORD01090,CONT55792,2024-09-08,2024-10-19,Tuticorin Port,Vietnam,121412,0,Delivered
SHIP01756,ORD00273,CONT26017,2025-10-30,2025-11-15,Tuticorin Port,UK,127853,3,In Transit
SHIP01757,ORD01314,CONT10232,2025-04-25,2025-06-07,Tuticorin Port,South Korea,87956,6,Delivered
SHIP01758,ORD02239,CONT34163,2025-09-02,2025-09-19,Tuticorin Port,South Korea,146892,10,Delivered
SHIP01759,ORD02691,CONT59482,2024-01-16,2024-02-21,Chennai Port,USA,107760,7,Delivered
SHIP01760,ORD00099,CONT22655,2025-01-02,2025-02-01,Chennai Port,UK,105502,5,Delivered
SHIP01761,ORD02512,CONT36841,2024-12-22,2025-01-26,Chennai Port,USA,34254,0,Delivered
SHIP01762,ORD01205,CONT17220,2025-01-10,2025-01-31,Tuticorin Port,Vietnam,113038,10,In Transit
SHIP01763,ORD00989,CONT50983,2024-12-31,2025-02-07,Chennai Port,France,100351,1,In Transit
SHIP01764,ORD00411,CONT10776,2025-03-19,2025-04-27,Tuticorin Port,France,47264,0,In Transit
SHIP01765,ORD02112,CONT51466,2024-01-27,2024-02-23,Tuticorin Port,USA,88655,4,In Transit
SHIP01766,ORD01747,CONT87861,2024-11-17,2024-12-29,Chennai Port,USA,52851,8,In Transit
SHIP01767,ORD01663,CONT16756,2025-08-25,2025-10-09,Chennai Port,Japan,133791,4,In Transit
SHIP01768,ORD01756,CONT41997,2024-03-29,2024-04-19,Tuticorin Port,Japan,41854,1,In Transit
SHIP01769,ORD02797,CONT77968,2024-05-13,2024-06-08,Chennai Port,France,62078,0,In Transit
SHIP01770,ORD02777,CONT51421,2025-09-24,2025-10-23,Tuticorin Port,South Korea,92993,8,In Transit
SHIP01771,ORD02332,CONT89433,2024-07-30,2024-09-01,Chennai Port,China,40015,1,Delivered
SHIP01772,ORD01107,CONT54348,2025-10-17,2025-11-15,Chennai Port,Italy,133962,6,In Transit
SHIP01773,ORD01864,CONT12545,2025-04-29,2025-05-20,Chennai Port,UK,33865,6,Delivered
SHIP01774,ORD01001,CONT28879,2024-11-29,2024-12-26,Chennai Port,Spain,103420,6,Delivered
SHIP01775,ORD01025,CONT18354,2024-01-06,2024-01-22,Tuticorin Port,Italy,92385,7,Delivered
SHIP01776,ORD01445,CONT97654,2025-04-16,2025-05-14,Tuticorin Port,Italy,44953,9,In Transit
SHIP01777,ORD01253,CONT33522,2024-11-27,2025-01-02,Tuticorin Port,Spain,115255,9,In Transit
SHIP01778,ORD00381,CONT26777,2025-05-18,2025-06-20,Tuticorin Port,Italy,42808,5,In Transit
SHIP01779,ORD02916,CONT74428,2024-08-14,2024-09-11,Tuticorin Port,South Korea,140707,10,Delivered
SHIP01780,ORD02574,CONT22265,2025-09-16,2025-10-07,Tuticorin Port,Vietnam,93395,6,Delivered
SHIP01781,ORD01995,CONT88932,2025-10-23,2025-12-05,Tuticorin Port,Spain,115754,3,In Transit
SHIP01782,ORD00861,CONT61709,2024-10-16,2024-11-19,Chennai Port,China,132094,2,Delivered
SHIP01783,ORD01789,CONT62082,2024-08-28,2024-09-25,Chennai Port,France,83302,10,In Transit
SHIP01784,ORD00832,CONT61325,2024-07-30,2024-08-26,Tuticorin Port,UK,36391,8,In Transit
SHIP01785,ORD02738,CONT87876,2025-08-25,2025-09-19,Tuticorin Port,UK,102213,0,In Transit
SHIP01786,ORD01371,CONT24845,2024-12-26,2025-02-01,Chennai Port,China,88105,4,Delivered
SHIP01787,ORD00356,CONT70107,2024-02-11,2024-03-12,Chennai Port,UK,94019,7,Delivered
SHIP01788,ORD02283,CONT81233,2025-11-26,2025-12-15,Chennai Port,Germany,47443,2,Delivered
SHIP01789,ORD01904,CONT19819,2024-04-25,2024-06-09,Chennai Port,South Korea,86965,4,In Transit
SHIP01790,ORD00313,CONT52170,2025-06-22,2025-08-01,Tuticorin Port,Germany,51492,3,In Transit
SHIP01791,ORD00168,CONT91682,2025-04-05,2025-04-24,Tuticorin Port,USA,132082,10,Delivered
SHIP01792,ORD01578,CONT57261,2024-10-26,2024-11-25,Tuticorin Port,USA,43058,2,In Transit
SHIP01793,ORD00696,CONT76783,2024-05-29,2024-07-02,Chennai Port,China,148202,5,Delivered
SHIP01794,ORD01964,CONT30483,2025-04-21,2025-06-04,Chennai Port,Vietnam,145248,0,In Transit
SHIP01795,ORD02046,CONT56435,2025-03-25,2025-05-09,Tuticorin Port,UK,104276,1,Delivered
SHIP01796,ORD02146,CONT88178,2024-10-31,2024-11-23,Chennai Port,South Korea,75639,8,In Transit
SHIP01797,ORD00498,CONT43952,2025-03-02,2025-03-26,Tuticorin Port,UK,58388,4,In Transit
SHIP01798,ORD01885,CONT96725,2024-10-01,2024-11-11,Chennai Port,Spain,143542,10,Delivered
SHIP01799,ORD02670,CONT78007,2025-06-21,2025-07-13,Chennai Port,France,114815,5,In Transit
SHIP01800,ORD02352,CONT19349,2025-03-15,2025-04-06,Chennai Port,USA,136182,5,In Transit
SHIP01801,ORD02484,CONT87214,2024-07-26,2024-08-18,Tuticorin Port,Italy,57228,4,In Transit
SHIP01802,ORD02672,CONT14267,2024-06-10,2024-07-07,Tuticorin Port,Spain,30679,4,In Transit
SHIP01803,ORD00736,CONT20927,2024-07-06,2024-08-19,Tuticorin Port,France,65280,7,Delivered
SHIP01804,ORD02931,CONT93492,2024-06-26,2024-08-06,Tuticorin Port,Germany,39728,4,In Transit
SHIP01805,ORD01392,CONT72130,2024-02-12,2024-02-28,Chennai Port,South Korea,143145,0,In Transit
SHIP01806,ORD01033,CONT13819,2024-06-17,2024-07-27,Chennai Port,China,130681,7,In Transit
SHIP01807,ORD01327,CONT48516,2025-01-06,2025-01-25,Chennai Port,France,52240,5,In Transit
SHIP01808,ORD01846,CONT78696,2024-09-14,2024-10-09,Chennai Port,South Korea,95617,1,Delivered
SHIP01809,ORD00059,CONT87989,2025-10-24,2025-11-11,Tuticorin Port,USA,69132,0,Delivered
SHIP01810,ORD01382,CONT22852,2024-08-23,2024-10-03,Tuticorin Port,China,138653,8,In Transit
SHIP01811,ORD02524,CONT68482,2025-11-16,2025-12-20,Chennai Port,Japan,69815,5,In Transit
SHIP01812,ORD01105,CONT11619,2024-01-16,2024-02-26,Chennai Port,USA,133732,6,In Transit
SHIP01813,ORD02391,CONT93230,2025-08-02,2025-09-14,Tuticorin Port,USA,142185,6,In Transit
SHIP01814,ORD01787,CONT54660,2025-03-09,2025-04-09,Chennai Port,Spain,40672,5,In Transit
SHIP01815,ORD02483,CONT14278,2025-10-11,2025-11-20,Chennai Port,Italy,144378,1,In Transit
