Inspection_ID,Batch_No,Leather_Grade,Thickness_mm,Color_Consistency,Tensile_Strength,Moisture,Defects,Inspection_Result,Rejected_Qty,Inspector
Q03297,B04371,A,1.74,93.9,24.4,9.3,No Defect,Pass,24,Inspector 7
Q03298,B06790,B,1.45,95.6,20.7,8.7,Uneven Dye,Pass,6,Inspector 8
Q03299,B00657,B,1.32,84.0,24.8,14.0,Loose Grain,Pass,11,Inspector 1
Q03300,B01119,A,1.14,89.2,32.2,10.9,No Defect,Pass,23,Inspector 10
Q03301,B07220,A,1.51,96.2,27.1,14.4,No Defect,Pass,19,Inspector 4
Q03302,B01126,A+,1.8,97.5,22.1,9.0,No Defect,Pass,5,Inspector 2
Q03303,B07496,A+,1.05,94.4,34.1,10.0,No Defect,Pass,4,Inspector 1
Q03304,B07886,A+,1.6,86.4,32.0,14.4,No Defect,Pass,13,Inspector 6
Q03305,B02024,A+,1.78,91.0,26.0,13.2,No Defect,Pass,23,Inspector 9
Q03306,B06396,B,1.12,95.6,34.8,11.5,Loose Grain,Pass,23,Inspector 8
Q03307,B04231,C,1.23,85.8,19.8,14.3,Wrinkles,Pass,6,Inspector 6
Q03308,B05170,A+,1.53,82.3,16.0,13.9,No Defect,Pass,15,Inspector 5
Q03309,B01554,A,1.43,99.2,18.7,10.0,No Defect,Pass,11,Inspector 4
Q03310,B02939,C,1.2,88.0,21.9,14.9,Scars,Pass,24,Inspector 7
Q03311,B07549,A,0.94,83.8,23.4,14.4,No Defect,Pass,29,Inspector 3
Q03312,B01823,A,2.12,86.7,31.3,12.1,No Defect,Pass,11,Inspector 9
Q03313,B07063,C,2.04,99.5,21.1,11.0,Pinholes,Pass,1,Inspector 10
Q03314,B01051,A,2.06,89.8,33.2,10.3,No Defect,Pass,24,Inspector 9
Q03315,B02738,A+,0.97,97.9,19.7,13.4,No Defect,Pass,3,Inspector 7
Q03316,B07483,A,1.24,95.8,16.6,11.7,No Defect,Pass,30,Inspector 7
Q03317,B03069,A+,2.02,93.8,22.5,13.3,No Defect,Pass,10,Inspector 8
Q03318,B03492,A,1.95,95.2,23.2,13.5,No Defect,Pass,22,Inspector 3
Q03319,B03618,A,1.29,99.5,34.9,14.8,No Defect,Pass,16,Inspector 8
Q03320,B06769,Rejected,2.0,81.5,27.6,11.3,Uneven Dye,Fail,24,Inspector 5
Q03321,B07765,A,2.19,86.3,25.9,10.2,No Defect,Pass,9,Inspector 10
Q03322,B00468,A+,1.84,96.3,19.3,9.9,No Defect,Pass,6,Inspector 9
Q03323,B07473,A,0.92,96.1,23.5,9.0,No Defect,Pass,19,Inspector 10
Q03324,B00856,B,1.39,81.8,19.0,13.7,Pinholes,Pass,14,Inspector 2
Q03325,B04173,C,1.26,93.4,21.4,8.8,Scars,Pass,21,Inspector 7
Q03326,B04798,A,0.94,97.5,19.3,10.8,No Defect,Pass,2,Inspector 4
Q03327,B02973,A+,1.84,93.2,25.2,13.9,No Defect,Pass,5,Inspector 10
Q03328,B02618,A,1.65,89.2,23.4,12.3,No Defect,Pass,7,Inspector 2
Q03329,B01496,B,0.94,98.3,24.6,13.6,Uneven Dye,Pass,9,Inspector 10
Q03330,B06508,B,1.34,92.6,24.8,13.5,Pinholes,Pass,8,Inspector 3
Q03331,B05508,A+,2.09,87.4,26.3,14.0,No Defect,Pass,15,Inspector 4
Q03332,B06786,Rejected,1.32,87.8,35.0,9.4,Loose Grain,Fail,2,Inspector 5
Q03333,B04337,A,1.85,80.9,23.5,15.0,No Defect,Pass,8,Inspector 5
Q03334,B05737,A,1.14,91.2,34.3,14.1,No Defect,Pass,10,Inspector 10
Q03335,B05257,A,1.46,82.4,19.4,8.2,No Defect,Pass,18,Inspector 9
Q03336,B00749,B,1.14,98.9,30.3,13.0,Loose Grain,Pass,22,Inspector 5
Q03337,B05663,A,2.04,83.5,30.5,8.3,No Defect,Pass,0,Inspector 9
Q03338,B00651,A+,1.64,86.2,22.2,9.9,No Defect,Pass,23,Inspector 4
Q03339,B01356,B,0.95,95.7,31.0,10.9,Wrinkles,Pass,2,Inspector 10
Q03340,B07026,B,1.98,80.7,27.6,10.0,Loose Grain,Pass,29,Inspector 2
Q03341,B04700,B,1.67,81.2,24.6,13.3,Loose Grain,Pass,23,Inspector 9
Q03342,B06277,A,1.07,98.3,27.3,9.4,No Defect,Pass,15,Inspector 7
Q03343,B03424,A+,1.46,82.3,15.4,9.6,No Defect,Pass,5,Inspector 2
Q03344,B05800,A,0.91,80.0,21.6,9.5,No Defect,Pass,18,Inspector 6
Q03345,B05156,A,1.43,98.9,33.2,11.9,No Defect,Pass,11,Inspector 6
Q03346,B04217,B,1.04,87.1,27.2,11.6,Pinholes,Pass,5,Inspector 4
Q03347,B01046,B,0.94,91.4,18.0,13.4,Uneven Dye,Pass,6,Inspector 9
Q03348,B04242,Rejected,1.64,93.5,18.3,8.9,Loose Grain,Fail,30,Inspector 7
Q03349,B07014,B,1.3,82.3,32.3,13.2,Pinholes,Pass,24,Inspector 9
Q03350,B07707,A+,0.86,92.9,33.6,11.4,No Defect,Pass,1,Inspector 5
Q03351,B07252,A+,1.19,83.8,31.3,13.5,No Defect,Pass,29,Inspector 5
Q03352,B06508,A,1.31,86.8,34.7,12.5,No Defect,Pass,28,Inspector 3
Q03353,B07396,A+,0.88,97.1,18.2,11.5,No Defect,Pass,8,Inspector 5
Q03354,B07752,A+,1.46,87.8,17.6,13.9,No Defect,Pass,27,Inspector 7
Q03355,B04023,A,1.21,90.1,27.1,11.3,No Defect,Pass,11,Inspector 2
Q03356,B07591,B,2.0,84.8,18.3,14.5,Uneven Dye,Pass,10,Inspector 3
Q03357,B00935,B,1.14,81.5,30.7,9.5,Loose Grain,Pass,1,Inspector 1
Q03358,B02716,A,1.93,94.4,33.1,8.8,No Defect,Pass,4,Inspector 8
Q03359,B06227,A,1.09,87.6,25.9,8.1,No Defect,Pass,28,Inspector 4
Q03360,B04930,B,1.03,96.5,26.7,10.8,Loose Grain,Pass,10,Inspector 8
Q03361,B00025,Rejected,1.88,94.9,23.7,12.2,Scars,Fail,20,Inspector 2
Q03362,B04665,C,1.1,98.8,16.7,11.4,Pinholes,Pass,20,Inspector 9
Q03363,B04300,B,1.69,81.2,21.5,14.6,Uneven Dye,Pass,8,Inspector 1
Q03364,B06433,A+,1.83,98.0,27.1,13.9,No Defect,Pass,21,Inspector 4
Q03365,B04804,C,1.4,98.1,28.9,8.9,Scars,Pass,21,Inspector 8
Q03366,B01748,A+,1.8,93.7,20.4,11.4,No Defect,Pass,29,Inspector 7
Q03367,B06803,C,1.04,86.0,29.2,8.1,Pinholes,Pass,7,Inspector 5
Q03368,B01780,B,1.47,90.7,33.9,11.5,Uneven Dye,Pass,20,Inspector 8
Q03369,B00028,A+,1.95,82.5,17.4,11.5,No Defect,Pass,24,Inspector 9
Q03370,B07666,B,1.68,98.3,16.7,10.2,Scars,Pass,4,Inspector 5
Q03371,B04382,C,1.42,93.5,21.2,9.8,Scars,Pass,22,Inspector 2
Q03372,B03923,A+,1.5,84.6,21.0,13.3,No Defect,Pass,17,Inspector 4
Q03373,B07903,A,1.82,94.3,20.6,14.5,No Defect,Pass,4,Inspector 1
Q03374,B00319,C,1.75,91.1,18.2,8.2,Scars,Pass,3,Inspector 7
Q03375,B06849,A,2.14,91.8,28.5,13.4,No Defect,Pass,27,Inspector 5
Q03376,B07738,A+,0.88,89.4,33.0,10.5,No Defect,Pass,0,Inspector 8
Q03377,B02580,A,1.69,94.4,23.8,14.1,No Defect,Pass,17,Inspector 8
Q03378,B03672,A,1.9,96.9,26.5,8.5,No Defect,Pass,19,Inspector 5
Q03379,B06644,A+,1.26,90.9,28.1,10.1,No Defect,Pass,29,Inspector 2
Q03380,B05012,A+,2.01,86.4,34.3,12.3,No Defect,Pass,3,Inspector 4
Q03381,B01833,B,1.65,92.3,18.4,13.0,Pinholes,Pass,9,Inspector 5
Q03382,B01667,B,2.2,88.9,24.4,11.4,Wrinkles,Pass,4,Inspector 6
Q03383,B02140,A,2.03,81.5,22.7,9.6,No Defect,Pass,29,Inspector 8
Q03384,B06268,A+,1.08,95.1,31.7,9.8,No Defect,Pass,16,Inspector 1
Q03385,B01597,A,0.85,98.1,20.7,11.1,No Defect,Pass,26,Inspector 6
Q03386,B00335,C,1.25,96.4,30.8,13.3,Uneven Dye,Pass,7,Inspector 3
Q03387,B03046,C,2.03,81.5,24.1,14.6,Wrinkles,Pass,11,Inspector 1
Q03388,B05866,C,1.13,88.9,20.2,8.0,Loose Grain,Pass,8,Inspector 4
Q03389,B06325,A,1.86,99.9,32.0,14.9,No Defect,Pass,27,Inspector 10
Q03390,B05066,A+,1.93,96.5,22.0,12.4,No Defect,Pass,24,Inspector 9
Q03391,B04612,B,1.49,92.2,25.4,11.1,Wrinkles,Pass,24,Inspector 6
Q03392,B04080,A,0.83,86.7,22.7,13.9,No Defect,Pass,15,Inspector 6
Q03393,B02575,A+,1.57,82.3,31.0,10.6,No Defect,Pass,16,Inspector 4
Q03394,B00786,A,1.81,93.0,23.5,8.0,No Defect,Pass,1,Inspector 10
Q03395,B07684,A+,0.98,93.2,34.3,13.1,No Defect,Pass,22,Inspector 1
Q03396,B00116,B,1.43,93.2,21.7,10.9,Scars,Pass,16,Inspector 4
Q03397,B06861,C,1.28,99.3,29.7,12.3,Uneven Dye,Pass,29,Inspector 6
Q03398,B00059,A,1.59,91.9,29.3,11.7,No Defect,Pass,12,Inspector 5
Q03399,B01760,A+,2.15,89.0,21.7,10.7,No Defect,Pass,19,Inspector 6
Q03400,B03245,B,1.94,80.1,23.6,13.2,Loose Grain,Pass,14,Inspector 4
Q03401,B05826,A,1.09,97.6,19.1,12.3,No Defect,Pass,18,Inspector 1
Q03402,B03124,B,1.4,90.7,25.8,12.6,Wrinkles,Pass,12,Inspector 7
Q03403,B04110,C,1.81,85.6,34.4,14.0,Wrinkles,Pass,1,Inspector 9
Q03404,B04708,B,1.6,91.8,24.9,10.9,Wrinkles,Pass,24,Inspector 3
Q03405,B01393,B,1.28,89.0,29.6,9.1,Uneven Dye,Pass,30,Inspector 6
Q03406,B06792,B,1.75,87.1,27.2,10.4,Scars,Pass,1,Inspector 4
Q03407,B02836,B,1.57,97.0,16.9,14.4,Pinholes,Pass,2,Inspector 6
Q03408,B00754,B,1.9,89.2,26.5,10.7,Wrinkles,Pass,5,Inspector 10
Q03409,B04999,A,1.8,86.1,21.4,10.8,No Defect,Pass,12,Inspector 1
Q03410,B07666,A+,1.92,84.6,27.9,12.7,No Defect,Pass,10,Inspector 1
Q03411,B02748,A,2.19,99.9,30.2,10.9,No Defect,Pass,28,Inspector 6
Q03412,B03347,A+,1.0,86.5,21.9,11.6,No Defect,Pass,16,Inspector 10
Q03413,B02297,B,1.26,91.0,30.2,9.2,Scars,Pass,26,Inspector 10
Q03414,B03226,A+,1.0,83.3,15.2,12.3,No Defect,Pass,11,Inspector 8
Q03415,B05658,A,1.02,85.8,30.1,11.5,No Defect,Pass,4,Inspector 10
Q03416,B01067,B,2.01,85.0,30.8,9.8,Uneven Dye,Pass,1,Inspector 7
Q03417,B03400,A+,1.65,80.2,31.9,14.1,No Defect,Pass,0,Inspector 1
Q03418,B02795,C,1.16,94.0,24.7,8.6,Wrinkles,Pass,26,Inspector 10
Q03419,B00493,B,1.28,81.2,15.9,10.3,Scars,Pass,1,Inspector 10
Q03420,B00900,A,1.43,80.6,15.1,12.5,No Defect,Pass,15,Inspector 9
Q03421,B02425,A,1.46,80.5,28.5,14.1,No Defect,Pass,7,Inspector 4
Q03422,B05297,B,1.47,85.2,22.0,11.3,Uneven Dye,Pass,22,Inspector 10
Q03423,B03421,A,2.1,94.5,33.5,11.7,No Defect,Pass,10,Inspector 8
Q03424,B00491,A,1.6,91.5,23.5,12.4,No Defect,Pass,10,Inspector 7
Q03425,B06849,B,1.05,93.7,19.9,12.8,Loose Grain,Pass,14,Inspector 3
Q03426,B01315,B,1.37,97.6,30.5,13.8,Wrinkles,Pass,25,Inspector 9
Q03427,B02649,A,1.29,95.9,29.5,9.9,No Defect,Pass,23,Inspector 3
Q03428,B07879,B,1.21,93.2,32.6,11.4,Pinholes,Pass,6,Inspector 9
Q03429,B07503,A,1.41,96.5,25.3,14.3,No Defect,Pass,19,Inspector 9
Q03430,B05140,C,1.47,97.4,34.4,13.5,Pinholes,Pass,22,Inspector 5
Q03431,B00778,A+,1.83,88.3,28.2,14.5,No Defect,Pass,12,Inspector 7
Q03432,B04889,A+,2.01,97.9,27.7,9.4,No Defect,Pass,22,Inspector 8
Q03433,B07831,Rejected,1.03,80.8,32.8,13.4,Pinholes,Fail,3,Inspector 3
Q03434,B05551,B,2.06,93.2,23.7,11.4,Wrinkles,Pass,4,Inspector 8
Q03435,B02402,A+,1.32,91.5,15.6,8.8,No Defect,Pass,2,Inspector 5
Q03436,B02202,B,1.49,88.4,19.5,13.9,Wrinkles,Pass,0,Inspector 10
Q03437,B00231,A,0.85,84.5,26.3,9.2,No Defect,Pass,28,Inspector 9
Q03438,B06695,A,1.47,93.4,18.6,11.1,No Defect,Pass,30,Inspector 1
Q03439,B03869,A+,1.22,88.9,23.0,12.3,No Defect,Pass,0,Inspector 7
Q03440,B04787,A,0.86,94.2,32.9,12.9,No Defect,Pass,4,Inspector 6
Q03441,B04686,B,1.15,96.0,29.2,9.6,Uneven Dye,Pass,9,Inspector 7
Q03442,B05789,A,1.82,97.9,19.8,8.7,No Defect,Pass,27,Inspector 1
Q03443,B04350,B,1.59,98.9,23.7,11.5,Pinholes,Pass,10,Inspector 5
Q03444,B01924,A,1.99,93.8,19.0,13.2,No Defect,Pass,8,Inspector 5
Q03445,B03445,B,0.97,84.8,23.4,10.2,Scars,Pass,3,Inspector 3
Q03446,B06936,A+,1.66,85.5,26.1,9.8,No Defect,Pass,14,Inspector 1
Q03447,B07893,A+,1.16,98.5,22.7,8.2,No Defect,Pass,28,Inspector 4
Q03448,B02474,A,1.79,87.5,18.5,9.9,No Defect,Pass,15,Inspector 6
Q03449,B00449,A,0.84,99.0,23.0,11.6,No Defect,Pass,5,Inspector 10
Q03450,B05379,A+,1.49,89.7,16.4,8.4,No Defect,Pass,29,Inspector 7
Q03451,B06752,A+,1.18,89.6,22.6,12.1,No Defect,Pass,8,Inspector 5
Q03452,B03125,C,1.77,86.7,32.0,8.7,Pinholes,Pass,17,Inspector 8
Q03453,B07619,A,2.11,93.5,21.1,9.7,No Defect,Pass,10,Inspector 6
Q03454,B03651,B,0.9,92.5,21.4,14.1,Pinholes,Pass,16,Inspector 3
Q03455,B00427,B,1.57,97.6,33.2,12.1,Scars,Pass,23,Inspector 2
Q03456,B07311,B,0.97,81.5,17.2,9.4,Uneven Dye,Pass,16,Inspector 3
Q03457,B05675,A+,1.5,87.0,15.7,14.6,No Defect,Pass,28,Inspector 9
Q03458,B06280,A+,1.13,81.8,28.9,12.8,No Defect,Pass,2,Inspector 2
Q03459,B05780,A+,1.72,82.4,33.3,10.3,No Defect,Pass,8,Inspector 7
Q03460,B01708,A+,1.6,80.3,20.2,14.7,No Defect,Pass,14,Inspector 6
Q03461,B03042,A,1.46,92.6,33.4,12.1,No Defect,Pass,29,Inspector 3
Q03462,B04529,A,2.09,85.1,16.1,8.8,No Defect,Pass,5,Inspector 8
Q03463,B03380,Rejected,1.23,99.3,20.2,13.8,Scars,Fail,2,Inspector 8
Q03464,B05995,A,1.74,89.8,26.1,9.3,No Defect,Pass,5,Inspector 7
Q03465,B03340,B,2.11,82.3,26.7,10.2,Pinholes,Pass,29,Inspector 3
Q03466,B07852,B,1.99,84.5,34.2,9.9,Loose Grain,Pass,29,Inspector 1
Q03467,B01384,A,1.26,92.6,26.0,13.9,No Defect,Pass,27,Inspector 7
Q03468,B05631,A,1.62,96.4,24.1,13.7,No Defect,Pass,29,Inspector 1
Q03469,B01334,A+,2.02,83.3,32.3,13.3,No Defect,Pass,27,Inspector 2
Q03470,B06733,B,1.9,89.2,18.3,12.0,Loose Grain,Pass,30,Inspector 6
Q03471,B05600,A+,1.78,99.4,23.4,12.0,No Defect,Pass,17,Inspector 10
Q03472,B04501,A,1.1,97.4,18.3,9.0,No Defect,Pass,29,Inspector 4
Q03473,B01781,A+,1.87,86.4,25.8,11.9,No Defect,Pass,18,Inspector 8
Q03474,B07321,A+,1.99,82.7,28.9,14.5,No Defect,Pass,11,Inspector 9
Q03475,B00874,A+,1.63,85.5,24.6,12.0,No Defect,Pass,5,Inspector 9
Q03476,B04485,Rejected,0.88,99.7,19.3,11.5,Wrinkles,Fail,28,Inspector 4
Q03477,B03200,A+,1.22,81.4,29.0,9.4,No Defect,Pass,13,Inspector 4
Q03478,B00983,A,2.04,88.9,35.0,10.7,No Defect,Pass,24,Inspector 1
Q03479,B01036,A+,1.21,91.9,24.0,13.9,No Defect,Pass,15,Inspector 3
Q03480,B01152,A,1.66,87.2,20.7,14.3,No Defect,Pass,25,Inspector 5
Q03481,B00291,Rejected,1.78,96.9,23.3,11.7,Scars,Fail,28,Inspector 10
Q03482,B04545,A,0.92,87.6,15.7,14.8,No Defect,Pass,24,Inspector 8
Q03483,B07297,B,1.99,81.4,19.2,12.0,Loose Grain,Pass,25,Inspector 5
Q03484,B00173,A,1.44,81.3,21.6,8.8,No Defect,Pass,0,Inspector 10
Q03485,B05547,A+,1.24,93.9,20.7,8.8,No Defect,Pass,17,Inspector 4
Q03486,B07375,A,0.81,94.7,27.8,11.9,No Defect,Pass,11,Inspector 4
Q03487,B04156,A,2.14,86.9,27.4,11.5,No Defect,Pass,0,Inspector 8
Q03488,B03001,A,2.05,91.1,25.3,14.3,No Defect,Pass,22,Inspector 5
Q03489,B04047,B,1.01,96.4,29.5,9.0,Loose Grain,Pass,26,Inspector 5
Q03490,B04892,A,1.06,87.3,34.6,9.8,No Defect,Pass,21,Inspector 4
Q03491,B02623,A+,0.85,83.8,17.1,12.9,No Defect,Pass,5,Inspector 4
Q03492,B03651,A+,1.34,87.9,17.9,9.8,No Defect,Pass,26,Inspector 8
Q03493,B04738,B,0.98,96.8,21.5,8.8,Scars,Pass,25,Inspector 6
Q03494,B05192,B,1.05,90.5,34.1,14.0,Loose Grain,Pass,11,Inspector 6
Q03495,B06558,A,0.99,97.3,27.7,11.8,No Defect,Pass,24,Inspector 1
Q03496,B07654,A,2.13,90.2,17.8,10.2,No Defect,Pass,8,Inspector 8
Q03497,B02955,B,0.9,83.1,30.5,13.0,Loose Grain,Pass,22,Inspector 10
Q03498,B00357,Rejected,0.89,81.8,28.6,10.9,Pinholes,Fail,2,Inspector 5
Q03499,B05622,B,1.12,97.1,21.6,10.9,Pinholes,Pass,2,Inspector 6
Q03500,B03090,B,2.19,92.2,25.7,11.9,Loose Grain,Pass,21,Inspector 4
Q03501,B05224,B,1.88,95.8,19.8,8.6,Wrinkles,Pass,1,Inspector 1
Q03502,B04079,A+,1.66,97.2,17.1,9.8,No Defect,Pass,16,Inspector 9
Q03503,B06532,B,1.11,85.0,33.9,11.9,Pinholes,Pass,17,Inspector 8
Q03504,B01971,A,1.02,86.4,27.8,10.9,No Defect,Pass,30,Inspector 6
Q03505,B03493,B,1.46,82.3,15.9,13.3,Wrinkles,Pass,19,Inspector 6
Q03506,B04727,A,2.18,86.7,23.8,8.8,No Defect,Pass,11,Inspector 2
Q03507,B01365,A,2.17,97.0,17.7,13.5,No Defect,Pass,5,Inspector 1
Q03508,B02598,A,1.53,81.8,24.2,12.5,No Defect,Pass,10,Inspector 7
Q03509,B05081,B,0.93,92.1,23.8,11.1,Scars,Pass,3,Inspector 3
Q03510,B00194,A,1.99,94.9,32.5,9.9,No Defect,Pass,17,Inspector 3
Q03511,B04671,A+,2.03,98.5,25.9,13.0,No Defect,Pass,27,Inspector 3
Q03512,B01716,A,2.04,99.3,27.9,11.0,No Defect,Pass,11,Inspector 5
Q03513,B00455,A,1.9,94.0,20.4,9.8,No Defect,Pass,21,Inspector 9
Q03514,B02580,A+,1.11,94.9,21.7,14.7,No Defect,Pass,29,Inspector 1
Q03515,B05695,A,1.1,81.1,20.3,8.5,No Defect,Pass,12,Inspector 3
Q03516,B00495,A+,1.64,81.1,28.7,11.8,No Defect,Pass,15,Inspector 6
Q03517,B07953,A,0.89,87.2,33.6,14.5,No Defect,Pass,21,Inspector 10
Q03518,B03884,B,1.41,98.9,29.7,9.0,Loose Grain,Pass,27,Inspector 1
Q03519,B00668,A,1.45,89.8,34.0,11.6,No Defect,Pass,17,Inspector 5
Q03520,B03025,B,1.84,90.7,18.8,9.7,Pinholes,Pass,16,Inspector 5
Q03521,B04453,C,1.77,84.3,32.4,13.8,Uneven Dye,Pass,0,Inspector 7
Q03522,B00999,A,2.2,86.8,15.1,9.6,No Defect,Pass,17,Inspector 4
Q03523,B02487,B,1.53,86.0,24.4,12.3,Scars,Pass,2,Inspector 3
Q03524,B02056,A,1.92,88.8,24.6,10.3,No Defect,Pass,23,Inspector 2
Q03525,B00963,A+,0.9,90.0,19.2,13.3,No Defect,Pass,30,Inspector 8
Q03526,B07114,Rejected,1.26,85.2,30.4,8.5,Scars,Fail,0,Inspector 6
Q03527,B03715,B,1.72,94.8,27.0,14.8,Uneven Dye,Pass,30,Inspector 3
Q03528,B01762,A,1.76,94.7,23.3,13.4,No Defect,Pass,6,Inspector 6
Q03529,B03378,A+,1.46,94.0,31.6,8.8,No Defect,Pass,4,Inspector 4
Q03530,B04597,C,1.13,83.2,26.9,11.2,Uneven Dye,Pass,0,Inspector 1
Q03531,B06820,B,2.12,86.5,26.6,9.9,Wrinkles,Pass,30,Inspector 8
Q03532,B07913,A+,2.1,96.4,23.1,11.1,No Defect,Pass,29,Inspector 8
Q03533,B06922,C,1.26,80.6,24.9,11.2,Loose Grain,Pass,21,Inspector 1
Q03534,B01306,A,1.61,85.6,18.6,8.6,No Defect,Pass,19,Inspector 1
Q03535,B04106,A,1.78,82.0,25.8,11.1,No Defect,Pass,9,Inspector 4
Q03536,B07086,B,0.98,92.5,21.1,10.0,Pinholes,Pass,11,Inspector 4
Q03537,B02137,A+,2.09,98.5,34.7,8.5,No Defect,Pass,30,Inspector 10
Q03538,B02939,C,1.03,90.5,22.1,8.5,Scars,Pass,26,Inspector 10
Q03539,B00817,C,1.78,97.8,30.8,14.1,Scars,Pass,23,Inspector 2
Q03540,B00430,B,1.69,84.5,21.9,9.4,Uneven Dye,Pass,21,Inspector 5
Q03541,B01183,A+,1.43,93.2,21.1,8.9,No Defect,Pass,15,Inspector 10
Q03542,B01219,C,1.28,96.5,16.3,13.6,Pinholes,Pass,26,Inspector 9
Q03543,B01402,A+,0.83,83.9,22.7,12.9,No Defect,Pass,25,Inspector 3
Q03544,B04022,A,1.89,87.0,29.1,12.5,No Defect,Pass,7,Inspector 7
Q03545,B00491,A,1.1,88.2,17.0,13.0,No Defect,Pass,26,Inspector 7
Q03546,B07209,A,1.47,83.9,22.1,14.2,No Defect,Pass,7,Inspector 3
Q03547,B00252,B,0.97,81.3,25.6,11.7,Pinholes,Pass,12,Inspector 3
Q03548,B03868,B,0.9,92.2,27.6,11.6,Loose Grain,Pass,16,Inspector 3
Q03549,B01177,A,1.43,84.6,27.6,13.1,No Defect,Pass,6,Inspector 1
Q03550,B00012,A,1.96,86.9,31.3,9.8,No Defect,Pass,15,Inspector 8
Q03551,B01004,A,1.41,92.2,19.9,8.6,No Defect,Pass,4,Inspector 9
Q03552,B07931,A,1.08,97.4,25.5,13.7,No Defect,Pass,26,Inspector 5
Q03553,B07927,A,1.81,85.1,26.3,13.1,No Defect,Pass,6,Inspector 7
Q03554,B00851,A,1.5,97.7,19.5,9.5,No Defect,Pass,22,Inspector 9
Q03555,B07466,A,1.34,93.2,27.4,11.1,No Defect,Pass,26,Inspector 2
Q03556,B02564,A,1.4,91.5,18.3,10.5,No Defect,Pass,25,Inspector 8
Q03557,B06546,A,1.46,86.1,26.7,10.4,No Defect,Pass,20,Inspector 10
Q03558,B00072,B,2.1,94.8,18.1,10.7,Loose Grain,Pass,3,Inspector 1
Q03559,B07401,B,2.05,91.3,19.2,10.2,Pinholes,Pass,18,Inspector 4
Q03560,B05202,A,1.36,81.5,24.0,12.5,No Defect,Pass,21,Inspector 1
Q03561,B06861,A,1.73,84.7,28.3,10.9,No Defect,Pass,16,Inspector 5
Q03562,B02093,B,1.29,92.0,25.6,10.4,Wrinkles,Pass,28,Inspector 7
Q03563,B02389,B,1.86,91.3,21.8,13.3,Pinholes,Pass,6,Inspector 5
Q03564,B02988,Rejected,2.14,89.2,33.6,12.0,Scars,Fail,0,Inspector 3
Q03565,B04912,C,2.13,84.7,21.1,10.9,Scars,Pass,24,Inspector 9
Q03566,B06887,A,1.94,83.4,15.6,12.6,No Defect,Pass,29,Inspector 6
Q03567,B00003,C,1.94,99.6,16.5,13.2,Uneven Dye,Pass,23,Inspector 2
Q03568,B05758,C,1.98,85.3,29.7,12.4,Pinholes,Pass,8,Inspector 6
Q03569,B06790,A,2.1,93.9,32.5,11.0,No Defect,Pass,15,Inspector 7
Q03570,B02826,B,1.34,81.5,25.1,9.8,Wrinkles,Pass,15,Inspector 10
Q03571,B01222,A,2.17,94.1,24.9,10.8,No Defect,Pass,17,Inspector 10
Q03572,B03255,A,1.03,82.5,20.8,11.7,No Defect,Pass,3,Inspector 10
Q03573,B01069,A,1.48,94.1,27.8,10.8,No Defect,Pass,29,Inspector 10
Q03574,B07873,A,1.8,96.9,16.3,11.4,No Defect,Pass,8,Inspector 7
Q03575,B06478,A,1.74,82.5,34.7,13.0,No Defect,Pass,23,Inspector 8
Q03576,B07738,C,1.67,98.2,32.2,8.1,Uneven Dye,Pass,14,Inspector 9
Q03577,B00708,A+,1.08,97.7,24.7,12.5,No Defect,Pass,22,Inspector 10
Q03578,B07880,A,1.01,96.6,24.1,13.3,No Defect,Pass,15,Inspector 1
Q03579,B01212,Rejected,2.04,89.8,26.1,11.2,Uneven Dye,Fail,6,Inspector 9
Q03580,B00932,A,0.86,89.2,30.4,13.5,No Defect,Pass,3,Inspector 2
Q03581,B03121,A,1.89,99.2,32.0,11.0,No Defect,Pass,20,Inspector 1
Q03582,B04673,B,1.16,96.4,28.5,10.0,Pinholes,Pass,25,Inspector 8
Q03583,B03686,A,1.1,87.5,28.1,11.5,No Defect,Pass,7,Inspector 4
Q03584,B05306,A,0.92,87.9,16.3,8.7,No Defect,Pass,0,Inspector 4
Q03585,B01004,A,1.34,97.3,30.6,12.1,No Defect,Pass,30,Inspector 4
Q03586,B02831,B,1.08,95.1,18.7,8.9,Pinholes,Pass,6,Inspector 2
Q03587,B03442,B,1.31,80.8,31.8,8.4,Wrinkles,Pass,0,Inspector 6
Q03588,B04209,C,1.66,83.5,22.6,10.0,Uneven Dye,Pass,23,Inspector 2
Q03589,B00779,A,1.26,94.2,32.9,8.2,No Defect,Pass,0,Inspector 1
Q03590,B06853,A,2.07,93.9,18.0,8.4,No Defect,Pass,1,Inspector 3
Q03591,B05751,B,1.12,82.4,23.0,12.2,Uneven Dye,Pass,17,Inspector 5
Q03592,B05162,A,1.76,85.4,29.5,11.6,No Defect,Pass,18,Inspector 6
Q03593,B04952,C,1.2,90.8,19.6,12.9,Loose Grain,Pass,5,Inspector 7
Q03594,B01411,A,1.12,93.4,21.4,9.8,No Defect,Pass,10,Inspector 2
Q03595,B00312,A+,1.14,80.9,33.3,10.9,No Defect,Pass,21,Inspector 6
Q03596,B00006,B,1.65,81.6,20.6,12.5,Wrinkles,Pass,8,Inspector 3
Q03597,B00713,B,1.32,98.1,28.6,9.3,Wrinkles,Pass,10,Inspector 4
Q03598,B03601,A+,1.76,87.4,25.6,10.6,No Defect,Pass,18,Inspector 2
Q03599,B06350,A,1.32,97.7,23.8,9.5,No Defect,Pass,13,Inspector 1
